 -60.04    -61.27    -77.10    -13.47     60.95     85.76     60.23    -76.98    -46.45     16.94      0.0   1.0
 -18.50    -32.77    -65.06     35.21    -78.84     19.81    -65.02    -61.75    -51.03     71.27      0.0   1.0
  38.38     64.93    -72.31    -86.36    -92.18     92.76     29.60    -78.20     -5.15     72.51      0.0   1.0
  63.35    -83.41     24.79    -50.83    -65.64    -25.08     -4.09    -69.60     11.13     31.94      0.0   1.0
  67.18     51.79    -29.17    -82.77      4.12      0.05    -96.18    -70.16    -96.56    -63.33      0.0   1.0
 -70.31    -28.53    -49.17     -3.35    -62.02     90.66    -94.07     27.71    -86.08      2.66      0.0   1.0
  45.75     84.70     13.19    -26.40     75.83    -35.44    -41.65    -47.56    -25.61     78.13      0.0   1.0
 -49.30    -93.60     75.75    -45.26    -55.56     16.00     92.15    -12.50     -4.32     18.23      0.0   1.0
 -79.21    -37.10    -73.67    -65.26     19.61     27.82     43.24    -15.83     52.65     59.84      0.0   1.0
  35.33    -46.78      7.77     34.84    -74.59    -83.40    -32.57     92.68    -88.65     73.92      0.0   1.0
   4.18    -73.31     32.84     78.86     79.32    -82.66     17.38    -29.44    -86.92     79.54      0.0   1.0
  70.15    -26.24     40.92    -24.93    -83.38     -2.93    -82.23    -51.32    -69.24     63.58      0.0   1.0
  19.86    -20.38     62.25    -80.66     -1.86      7.07     53.98    -75.66     -0.54    -70.38      0.0   1.0
 -33.78     29.10    -28.91    -31.13    -84.02      8.61     57.10    -28.09     79.00    -92.45      0.0   1.0
  20.72     69.95    -90.00    -32.31    -70.08    -53.85    -76.17    -97.43    -69.09    -82.53      0.0   1.0
 -94.49    -41.66    -65.49     39.23     94.67    -78.23    -76.40     18.16    -68.74    -20.73      0.0   1.0
  52.18    -16.69     79.46    -75.86     39.11     85.00    -60.06    -31.28    -92.77     50.68      0.0   1.0
  82.77     76.37     14.71     95.40     -5.17    -21.93    -74.97    -83.64     61.20    -47.40      0.0   1.0
  67.91    -12.20     33.46     46.11     56.29    -89.35    -10.19     -8.91     -0.38     22.91      0.0   1.0
 -13.89    -93.51    -90.83    -47.42     37.83    -44.39    -26.89    -23.01     34.66    -97.47      0.0   1.0
  -5.72     53.75     55.42    -83.49    -45.86     44.53    -94.81     65.54      3.96    -17.81      0.0   1.0
 -25.99    -71.49    -53.96     95.14     46.44    -95.61    -43.26    -38.79    -66.22     62.60      0.0   1.0
 -78.80     -8.16    -87.82    -54.34      2.16     80.98     49.35    -14.50    -60.02    -95.05      0.0   1.0
 -77.20     84.50    -15.82    -65.64     -8.94    -15.19     35.80    -21.02     73.01     79.73      0.0   1.0
 -19.61    -85.59     94.81    -15.14     92.25    -58.68    -11.90    -65.31     22.26     80.94      0.0   1.0
  -1.66    -95.25    -71.46     -4.78    -18.53    -88.41     45.35      7.91    -99.20     50.51      0.0   1.0
 -70.26     11.42    -45.71    -14.09    -65.02     41.55    -84.94     -7.25    -24.37    -13.61      0.0   1.0
 -24.77    -56.45    -35.30    -13.29    -77.08     61.75     -0.87     -5.62     99.09     25.84      0.0   1.0
   3.39     57.80     31.20    -71.75     40.59    -98.45    -50.88    -98.98    -46.27     84.18      0.0   1.0
  62.35    -28.62      1.39    -99.38     -3.37    -98.03    -92.99    -83.36     99.04     84.30      0.0   1.0
 -79.70     76.17     47.32    -75.29    -20.44    -58.94    -80.22    -65.73     15.10    -14.83      0.0   1.0
 -32.64      3.78     38.78    -24.64     82.32    -38.42    -69.67    -89.59    -93.69     84.53      0.0   1.0
  82.26     59.00     -9.39    -88.37     42.06    -77.52    -91.94      8.86      9.22     21.02      0.0   1.0
 -95.97     78.34    -75.05      9.69    -34.93    -66.46      1.46    -46.62     13.66    -44.89      0.0   1.0
 -37.69     73.38    -89.21    -34.54     42.38    -14.80    -40.14    -96.49    -57.26     60.41      0.0   1.0
  17.52    -36.40    -79.35    -93.32      8.55     39.27     24.11      2.90    -58.38    -38.76      0.0   1.0
 -54.36    -78.42     67.94    -55.28    -82.25    -90.58    -11.09    -25.91    -46.37     42.78      0.0   1.0
   9.86    -36.50     75.13    -91.35     -9.99    -28.57     47.48      1.42    -21.69     71.55      0.0   1.0
   6.83    -24.72    -35.95    -74.48      1.31      7.16     71.37    -59.56    -34.53     70.73      0.0   1.0
 -75.02    -94.67    -24.99      4.10    -24.09     92.60    -33.38     -0.05     28.48     88.87      0.0   1.0
  75.06      4.45     66.70     56.42     41.94      9.25    -89.94    -66.48     27.02    -61.59      0.0   1.0
   9.72     45.52    -98.53    -39.44     10.64     83.81    -87.84    -32.10    -79.29    -19.27      0.0   1.0
  22.10    -80.51      6.39    -91.82     84.05    -55.37    -24.88    -71.44    -45.50     78.63      0.0   1.0
 -38.49    -14.44    -82.79     41.24     29.37    -81.23     50.35    -90.91    -87.81     45.81      0.0   1.0
  80.92     -5.68    -99.07     99.65      4.21    -16.71    -89.90     11.63     74.56    -48.85      0.0   1.0
   6.93    -18.89    -18.84    -77.52     56.02     42.01    -15.04    -69.75    -88.32    -22.18      0.0   1.0
  74.70     25.76    -60.58    -27.82    -80.81     -2.56    -33.77      8.51     94.74     22.76      0.0   1.0
  49.66     71.90    -49.69    -98.53     30.54    -78.47    -71.32     31.13     35.51     84.25      0.0   1.0
  57.68     44.69    -70.71    -91.16    -35.50      5.79    -86.53     28.95    -84.68    -46.32      0.0   1.0
  91.74     33.62     25.67    -26.94    -56.55     -8.84     60.57    -76.93     72.44     38.87      0.0   1.0
 -44.10    -26.08    -55.28     89.18     13.54    -48.10     23.15    -47.05    -44.27    -22.67      0.0   1.0
 -60.92     56.71     24.67      7.51    -36.07    -92.64     88.85    -24.83    -95.26     89.47      0.0   1.0
 -49.96     37.46     85.96     24.06     -0.65    -15.83    -35.04    -54.04     52.64      6.56      0.0   1.0
 -86.99    -15.25    -84.27     86.77    -59.41    -85.37    -61.68     48.16     12.13     92.36      0.0   1.0
  19.83     68.27     49.44    -78.88     39.54    -53.81     68.18    -78.57     75.01    -91.15      0.0   1.0
  57.44    -92.12      3.32    -80.81     36.11     23.05    -45.81    -13.15    -47.11     80.68      0.0   1.0
 -54.62     96.62    -56.57      9.91    -97.00    -22.27    -36.04     82.70    -19.24    -80.08      0.0   1.0
 -70.57     81.44     23.71    -44.45    -96.44    -63.44    -22.69    -28.34     36.60     -4.34      0.0   1.0
 -14.74    -85.23    -28.95    -39.98    -95.92    -56.90     86.59     12.69     29.43    -12.41      0.0   1.0
  56.50     43.29    -35.65    -43.16    -78.94     21.71    -80.79     -4.45    -43.52     81.47      0.0   1.0
  -0.87    -63.55    -17.51    -66.16     13.46     -9.33     40.16    -40.96    -36.90     -7.94      0.0   1.0
  17.47    -74.01    -51.71     48.85    -30.20     95.00    -87.44      5.91    -18.71     55.10      0.0   1.0
  51.97    -40.64    -80.27     -3.27    -91.33    -83.36    -44.23    -93.45    -62.88    -11.57      0.0   1.0
 -46.60    -83.52      8.70    -72.32    -83.60     41.72     13.17     47.94     19.75    -98.61      0.0   1.0
   6.32    -48.92      4.60     56.41    -49.66    -49.97     57.51    -44.19    -23.09    -88.57      0.0   1.0
 -40.66     -2.37     75.88    -50.45     73.10     24.74    -49.28    -93.47    -11.62      9.79      0.0   1.0
 -13.26     20.78    -34.91     83.12    -27.48    -82.52    -69.66     74.91    -76.16    -16.29      0.0   1.0
  -1.61     54.49     87.73     -7.35    -54.74    -76.66     55.20    -95.01     -4.71     95.07      0.0   1.0
 -20.51    -52.39    -97.24    -49.75    -24.49     71.99    -75.77    -31.80    -35.02    -55.28      0.0   1.0
 -20.85     46.08    -81.20    -71.93    -54.08    -42.25     95.68     -2.11    -88.85    -37.15      0.0   1.0
  68.41     49.13     73.41    -84.02    -93.64    -39.10    -57.33     55.75     32.77     36.96      0.0   1.0
  26.17     31.99     76.60     29.05    -69.38     -8.10     17.32    -65.37     99.01     16.49      0.0   1.0
  61.10     47.69    -89.13    -11.58    -16.74    -43.84    -95.78     61.68    -54.06     32.96      0.0   1.0
 -56.30    -24.72     25.31     27.85     30.01    -80.47    -26.95    -36.57    -95.09      1.48      0.0   1.0
 -60.18    -18.25    -84.65     91.84     97.67    -25.64    -29.35    -91.10     30.98      6.01      0.0   1.0
  50.62    -88.90     87.55    -25.17     25.96    -43.01     17.64    -24.06    -37.80    -32.50      0.0   1.0
